ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost,TotalCost,Cost_per_TonKm,Fuel_Percentage,FuelPrice
1130,21-03-2025,Bangalore,Pune,Bangalore-Pune,2396,28,Road,IndigoCargo,134176,46961,8083,189220,2.820474601,24.81820104,137.87
4257,21-03-2025,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1860,6,Air,BlueDart,44640,20088,1515,66243,5.935752688,30.32471355,137.87
724,21-03-2025,Pune,Hyderabad,Pune-Hyderabad,1017,10,Road,IndigoCargo,20340,7119,498,27957,2.748967552,25.46410559,137.87
439,21-03-2025,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1480,19,Rail,DHL,42180,10545,985,53710,1.91002845,19.63321542,137.87
2746,21-03-2025,Pune,Bangalore,Pune-Bangalore,616,6,Air,IndigoCargo,14784,6652,1028,22464,6.077922078,29.61182336,137.87
1689,21-03-2025,Delhi,Mumbai,Delhi-Mumbai,442,10,Rail,SpiceJetCargo,6630,1657,267,8554,1.935294118,19.37105448,137.87
2670,21-03-2025,Pune,Kolkata,Pune-Kolkata,778,21,Road,IndigoCargo,32676,11436,2089,46201,2.827824703,24.75271098,137.87
1302,21-03-2025,Ahmedabad,Delhi,Ahmedabad-Delhi,1255,6,Road,SpiceJetCargo,15060,5271,340,20671,2.745152722,25.49949204,137.87
728,21-03-2025,Hyderabad,Bangalore,Hyderabad-Bangalore,1621,11,Road,VRLLogistics,35662,12481,1856,49999,2.804049128,24.96249925,137.87
2004,22-03-2025,Ahmedabad,Mumbai,Ahmedabad-Mumbai,797,30,Air,IndianRail,95640,43038,5012,143690,6.009619406,29.95197996,137.87
2944,22-03-2025,Kolkata,Bangalore,Kolkata-Bangalore,475,23,Air,IndianRail,43700,19665,2139,65504,5.995789474,30.02106742,137.87
4404,22-03-2025,Bangalore,Chennai,Bangalore-Chennai,1377,28,Rail,DHL,57834,14458,3810,76102,1.973804337,18.99818664,137.87
3932,22-03-2025,Kolkata,Mumbai,Kolkata-Mumbai,1585,12,Road,BlueDart,38040,13314,2265,53619,2.819085174,24.83075029,137.87
2245,22-03-2025,Bangalore,Pune,Bangalore-Pune,1899,25,Rail,IndianRail,71212,17803,4947,93962,1.979189047,18.94702114,137.87
4492,22-03-2025,Bangalore,Mumbai,Bangalore-Mumbai,1374,17,Air,VRLLogistics,93432,42044,4176,139652,5.978765305,30.10626414,137.87
1544,23-03-2025,Bangalore,Mumbai,Bangalore-Mumbai,1863,11,Rail,DHL,30739,7684,887,39310,1.918215976,19.54718901,137.87
3634,23-03-2025,Ahmedabad,Pune,Ahmedabad-Pune,1958,25,Air,IndianRail,195800,88110,9009,292919,5.984044944,30.07998798,137.87
3075,23-03-2025,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,721,19,Road,DHL,27398,9589,1556,38543,2.813563034,24.8787069,137.87
4082,23-03-2025,Chennai,Bangalore,Chennai-Bangalore,596,18,Road,SpiceJetCargo,21456,7509,815,29780,2.775913497,25.21490934,137.87
3048,23-03-2025,Pune,Hyderabad,Pune-Hyderabad,1202,21,Road,IndigoCargo,50484,17669,3576,71729,2.841652801,24.63299363,137.87
3800,23-03-2025,Chennai,Pune,Chennai-Pune,1013,13,Road,BlueDart,26338,9218,1139,36695,2.786468221,25.12058864,137.87
1435,23-03-2025,Delhi,Chennai,Delhi-Chennai,431,24,Air,SpiceJetCargo,41376,18619,2286,62281,6.020978345,29.89515261,137.87
262,23-03-2025,Delhi,Kolkata,Delhi-Kolkata,1939,17,Air,SpiceJetCargo,131852,59333,3221,194406,5.897703486,30.52014856,137.87
4496,24-03-2025,Kolkata,Delhi,Kolkata-Delhi,1477,24,Road,DHL,70896,24813,2675,98384,2.775445723,25.22056432,139.47
4464,24-03-2025,Hyderabad,Mumbai,Hyderabad-Mumbai,1219,27,Road,SpiceJetCargo,65826,23039,3281,92146,2.799684015,25.00271309,139.47
1627,24-03-2025,Bangalore,Mumbai,Bangalore-Mumbai,573,18,Air,SpiceJetCargo,41256,18565,2958,62779,6.086775257,29.57199063,139.47
2389,24-03-2025,Kolkata,Bangalore,Kolkata-Bangalore,1626,12,Air,BlueDart,78048,35121,2550,115719,5.930658057,30.35024499,139.47
3691,24-03-2025,Hyderabad,Delhi,Hyderabad-Delhi,1171,25,Air,IndigoCargo,117100,52695,7566,177361,6.058445773,29.71059027,139.47
1076,24-03-2025,Hyderabad,Delhi,Hyderabad-Delhi,665,21,Road,DHL,27930,9775,1351,39056,2.796706051,25.02816469,139.47
3434,24-03-2025,Kolkata,Chennai,Kolkata-Chennai,1237,8,Road,BlueDart,19792,6927,889,27608,2.789814066,25.09055346,139.47
2738,25-03-2025,Mumbai,Chennai,Mumbai-Chennai,2162,8,Road,SpiceJetCargo,34592,12107,2708,49407,2.856556429,24.50462485,139.47
2502,25-03-2025,Mumbai,Hyderabad,Mumbai-Hyderabad,740,19,Road,BlueDart,28120,9842,1484,39446,2.805547653,24.95056533,139.47
1719,25-03-2025,Kolkata,Delhi,Kolkata-Delhi,2348,15,Road,VRLLogistics,70440,24654,2703,97797,2.776746167,25.20936225,139.47
1013,25-03-2025,Chennai,Hyderabad,Chennai-Hyderabad,724,14,Rail,VRLLogistics,15204,3801,871,19876,1.960931334,19.12356611,139.47
3295,25-03-2025,Chennai,Pune,Chennai-Pune,1017,21,Air,IndianRail,85428,38442,5447,129317,6.05501709,29.72695005,139.47
4606,25-03-2025,Hyderabad,Pune,Hyderabad-Pune,2445,9,Air,DHL,88020,39609,4814,132443,6.018768462,29.90645032,139.47
2122,25-03-2025,Mumbai,Chennai,Mumbai-Chennai,1864,15,Air,SpiceJetCargo,111840,50328,2313,164481,5.882725322,30.598063,139.47
1589,25-03-2025,Ahmedabad,Chennai,Ahmedabad-Chennai,1007,29,Rail,SpiceJetCargo,43804,10951,3111,57866,1.981508749,18.9247572,139.47
2162,25-03-2025,Chennai,Mumbai,Chennai-Mumbai,820,15,Air,IndianRail,49200,22140,1072,72412,5.887154472,30.57504281,139.47
3027,26-03-2025,Mumbai,Kolkata,Mumbai-Kolkata,1130,5,Air,DHL,22600,10170,1732,34502,6.106548673,29.47655208,139.47
360,26-03-2025,Bangalore,Kolkata,Bangalore-Kolkata,1666,8,Rail,VRLLogistics,19992,4998,1517,26507,1.988820528,18.85539669,139.47
2332,26-03-2025,Pune,Hyderabad,Pune-Hyderabad,1019,22,Rail,VRLLogistics,33627,8406,1604,43637,1.946516192,19.26346907,139.47
3241,26-03-2025,Pune,Delhi,Pune-Delhi,1568,19,Rail,IndianRail,44688,11172,2011,57871,1.942501343,19.30500596,139.47
2890,26-03-2025,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1910,26,Rail,BlueDart,74490,18622,4740,97852,1.970438985,19.03078118,139.47
19,26-03-2025,Mumbai,Ahmedabad,Mumbai-Ahmedabad,856,14,Rail,VRLLogistics,17976,4494,1040,23510,1.961782377,19.1152701,139.47
3582,26-03-2025,Pune,Bangalore,Pune-Bangalore,638,9,Air,SpiceJetCargo,22968,10335,983,34286,5.971090212,30.1434988,139.47
3864,26-03-2025,Mumbai,Delhi,Mumbai-Delhi,980,17,Rail,DHL,24990,6247,862,32099,1.926710684,19.46166547,139.47
882,26-03-2025,Ahmedabad,Kolkata,Ahmedabad-Kolkata,983,11,Road,IndigoCargo,21626,7569,992,30187,2.791732174,25.07370722,139.47
112,26-03-2025,Hyderabad,Delhi,Hyderabad-Delhi,1005,21,Air,SpiceJetCargo,84420,37989,4487,126896,6.012603648,29.93711386,139.47
1945,26-03-2025,Delhi,Hyderabad,Delhi-Hyderabad,1841,12,Air,DHL,88368,39765,2990,131123,5.935315951,30.32648734,139.47
2715,27-03-2025,Hyderabad,Pune,Hyderabad-Pune,2108,23,Road,IndigoCargo,96968,33938,2441,133347,2.750330006,25.45089128,139.47
1573,27-03-2025,Delhi,Mumbai,Delhi-Mumbai,1290,24,Air,IndianRail,123840,55728,6730,186298,6.017377261,29.91336461,139.47
3425,27-03-2025,Ahmedabad,Chennai,Ahmedabad-Chennai,2356,25,Air,DHL,235600,106020,9319,350939,5.958217317,30.21037844,139.47
2282,27-03-2025,Bangalore,Delhi,Bangalore-Delhi,543,5,Road,BlueDart,5430,1900,178,7508,2.765377532,25.3063399,139.47
2409,27-03-2025,Ahmedabad,Chennai,Ahmedabad-Chennai,747,23,Road,DHL,34362,12026,2504,48892,2.845701647,24.5970711,139.47
1800,27-03-2025,Delhi,Pune,Delhi-Pune,826,12,Air,DHL,39648,17841,2380,59869,6.040052462,29.80006347,139.47
2427,27-03-2025,Mumbai,Pune,Mumbai-Pune,1332,9,Rail,IndigoCargo,17982,4495,688,23165,1.932349016,19.40427369,139.47
3301,27-03-2025,Mumbai,Bangalore,Mumbai-Bangalore,1917,27,Air,IndigoCargo,207036,93166,15757,315959,6.104426283,29.4867372,139.47
3398,27-03-2025,Hyderabad,Bangalore,Hyderabad-Bangalore,1079,24,Air,SpiceJetCargo,103584,46612,7151,157347,6.076112141,29.62369794,139.47
4250,28-03-2025,Hyderabad,Kolkata,Hyderabad-Kolkata,2258,9,Air,SpiceJetCargo,81288,36579,3270,121137,5.960879835,30.19638921,139.47
2457,28-03-2025,Pune,Hyderabad,Pune-Hyderabad,309,13,Road,VRLLogistics,8034,2811,396,11241,2.798356983,25.006672,139.47
1988,28-03-2025,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2112,19,Rail,DHL,60192,15048,4047,79287,1.975852273,18.97915169,139.47
1955,28-03-2025,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1959,26,Road,IndigoCargo,101868,35653,4285,141806,2.784112773,25.14209554,139.47
1533,28-03-2025,Pune,Hyderabad,Pune-Hyderabad,2128,21,Air,IndigoCargo,178752,80438,4057,263247,5.890776047,30.55609371,139.47
4530,29-03-2025,Bangalore,Hyderabad,Bangalore-Hyderabad,323,20,Air,BlueDart,25840,11628,1096,38564,5.969659443,30.15247381,139.47
925,29-03-2025,Kolkata,Chennai,Kolkata-Chennai,915,16,Air,DHL,58560,26352,1786,86698,5.921994536,30.39516483,139.47
4179,29-03-2025,Pune,Delhi,Pune-Delhi,977,30,Road,DHL,58620,20517,2450,81587,2.783589219,25.14738868,139.47
1188,29-03-2025,Chennai,Delhi,Chennai-Delhi,2015,10,Air,BlueDart,80600,36270,3869,120739,5.992009926,30.04000364,139.47
1593,29-03-2025,Kolkata,Bangalore,Kolkata-Bangalore,1827,30,Rail,BlueDart,82215,20553,2922,105690,1.928297756,19.44649446,139.47
392,29-03-2025,Mumbai,Ahmedabad,Mumbai-Ahmedabad,688,26,Air,SpiceJetCargo,71552,32198,1948,105698,5.90887746,30.4622604,139.47
2753,29-03-2025,Hyderabad,Kolkata,Hyderabad-Kolkata,978,25,Road,DHL,48900,17115,1916,67931,2.778364008,25.19468284,139.47
1322,29-03-2025,Kolkata,Delhi,Kolkata-Delhi,2135,13,Rail,VRLLogistics,41632,10408,2928,54968,1.980471987,18.93465289,139.47
1498,29-03-2025,Pune,Hyderabad,Pune-Hyderabad,806,26,Air,IndigoCargo,83824,37720,3839,125383,5.983155182,30.08382317,139.47
4618,29-03-2025,Delhi,Mumbai,Delhi-Mumbai,510,17,Air,DHL,34680,15606,990,51276,5.914186851,30.43529136,139.47
3631,29-03-2025,Pune,Mumbai,Pune-Mumbai,1134,23,Air,IndianRail,104328,46947,4535,155810,5.973851698,30.1309287,139.47
3215,30-03-2025,Pune,Kolkata,Pune-Kolkata,1613,5,Road,VRLLogistics,16130,5645,895,22670,2.810911345,24.90074989,139.47
2384,30-03-2025,Hyderabad,Bangalore,Hyderabad-Bangalore,1159,29,Rail,IndianRail,50416,12604,3855,66875,1.989675999,18.8471028,139.47
746,30-03-2025,Pune,Ahmedabad,Pune-Ahmedabad,2002,21,Rail,DHL,63063,15765,2573,81401,1.936182865,19.36708394,139.47
1922,30-03-2025,Chennai,Mumbai,Chennai-Mumbai,2396,14,Rail,VRLLogistics,50316,12579,3460,66355,1.978148104,18.95712456,139.47
1137,30-03-2025,Kolkata,Bangalore,Kolkata-Bangalore,1293,13,Road,DHL,33618,11766,1219,46603,2.772502826,25.24730168,139.47
2114,31-03-2025,Chennai,Hyderabad,Chennai-Hyderabad,1089,17,Rail,DHL,27769,6942,2017,36728,1.983903203,18.90111087,138.37
2304,31-03-2025,Ahmedabad,Delhi,Ahmedabad-Delhi,784,12,Road,SpiceJetCargo,18816,6585,487,25888,2.75170068,25.43649567,138.37
292,31-03-2025,Bangalore,Pune,Bangalore-Pune,1689,20,Air,IndianRail,135120,60804,7209,203133,6.013410302,29.93309802,138.37
4834,31-03-2025,Chennai,Pune,Chennai-Pune,1196,15,Air,BlueDart,71760,32292,4362,108414,6.043143813,29.78582102,138.37
2731,31-03-2025,Bangalore,Ahmedabad,Bangalore-Ahmedabad,870,19,Road,IndigoCargo,33060,11571,1083,45714,2.765517241,25.3117207,138.37
4408,31-03-2025,Delhi,Pune,Delhi-Pune,1001,25,Rail,VRLLogistics,37537,9384,2893,49814,1.990569431,18.83807765,138.37
3745,31-03-2025,Bangalore,Ahmedabad,Bangalore-Ahmedabad,896,25,Air,SpiceJetCargo,89600,40320,3290,133210,5.946875,30.2679979,138.37
436,31-03-2025,Chennai,Pune,Chennai-Pune,975,25,Rail,IndigoCargo,36562,9140,1755,47457,1.946953846,19.25954022,138.37
4234,31-03-2025,Hyderabad,Pune,Hyderabad-Pune,1849,20,Road,DHL,73960,25886,5795,105641,2.856706328,24.50374381,138.37
1831,31-03-2025,Delhi,Mumbai,Delhi-Mumbai,1312,13,Road,VRLLogistics,34112,11939,2480,48531,2.845391651,24.60077064,138.37
1739,31-03-2025,Kolkata,Chennai,Kolkata-Chennai,1678,23,Air,IndigoCargo,154376,69469,7394,231239,5.991579002,30.04207768,138.37
3443,01-04-2025,Kolkata,Delhi,Kolkata-Delhi,659,16,Rail,BlueDart,15816,3954,431,20201,1.915876328,19.57328845,138.37
4116,01-04-2025,Bangalore,Delhi,Bangalore-Delhi,1865,28,Rail,DHL,78330,19582,5397,103309,1.978341632,18.95478613,138.37
3527,01-04-2025,Kolkata,Hyderabad,Kolkata-Hyderabad,1591,25,Road,IndianRail,79550,27842,1681,109073,2.742250157,25.52602386,138.37
140,01-04-2025,Hyderabad,Pune,Hyderabad-Pune,436,11,Air,IndigoCargo,19184,8632,1530,29346,6.118849041,29.41457098,138.37
92,02-04-2025,Delhi,Pune,Delhi-Pune,1015,10,Air,DHL,40600,18270,2784,61654,6.074285714,29.63311383,138.37
3959,02-04-2025,Delhi,Pune,Delhi-Pune,540,23,Rail,DHL,18630,4657,1056,24343,1.959983897,19.13075627,138.37
3101,02-04-2025,Ahmedabad,Delhi,Ahmedabad-Delhi,2125,15,Rail,IndianRail,47812,11953,1843,61608,1.9328,19.40170108,138.37
1234,02-04-2025,Bangalore,Hyderabad,Bangalore-Hyderabad,2002,14,Air,IndianRail,112112,50450,8081,170643,6.088304553,29.56464666,138.37
4936,02-04-2025,Mumbai,Bangalore,Mumbai-Bangalore,534,28,Road,BlueDart,29904,10466,1404,41774,2.793873729,25.05386125,138.37
1242,02-04-2025,Mumbai,Delhi,Mumbai-Delhi,883,15,Air,DHL,52980,23841,2567,79388,5.993808985,30.03098705,138.37
3753,02-04-2025,Mumbai,Hyderabad,Mumbai-Hyderabad,2489,16,Rail,IndigoCargo,59736,14934,2467,77137,1.936947569,19.36035884,138.37
212,03-04-2025,Chennai,Bangalore,Chennai-Bangalore,1559,21,Rail,BlueDart,49108,12277,1490,62875,1.920492379,19.52604374,138.37
3967,03-04-2025,Hyderabad,Delhi,Hyderabad-Delhi,2350,18,Road,BlueDart,84600,29609,2173,116382,2.751347518,25.44121943,138.37
4245,03-04-2025,Delhi,Mumbai,Delhi-Mumbai,1245,24,Rail,DHL,44820,11205,2068,58093,1.944210174,19.28803815,138.37
1447,03-04-2025,Delhi,Kolkata,Delhi-Kolkata,1313,7,Air,SpiceJetCargo,36764,16543,2145,55452,6.033293439,29.83300873,138.37
4703,03-04-2025,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2056,18,Road,DHL,74016,25905,1557,101478,2.742055772,25.52770059,138.37
4671,04-04-2025,Delhi,Hyderabad,Delhi-Hyderabad,1568,14,Rail,IndianRail,32928,8232,1538,42698,1.945061953,19.27959155,138.37
2781,04-04-2025,Ahmedabad,Pune,Ahmedabad-Pune,1766,17,Rail,BlueDart,45033,11258,3385,59676,1.987742322,18.86520544,138.37
1848,04-04-2025,Hyderabad,Chennai,Hyderabad-Chennai,1415,7,Rail,BlueDart,14857,3714,915,19486,1.967289248,19.05983783,138.37
2108,04-04-2025,Hyderabad,Delhi,Hyderabad-Delhi,787,14,Rail,IndianRail,16527,4131,795,21453,1.947086586,19.25604811,138.37
1685,04-04-2025,Kolkata,Delhi,Kolkata-Delhi,1844,30,Air,BlueDart,221280,99576,11277,332133,6.003850325,29.98076072,138.37
4818,04-04-2025,Bangalore,Chennai,Bangalore-Chennai,2093,17,Rail,IndigoCargo,53371,13342,3919,70632,1.98510441,18.8894552,138.37
4230,04-04-2025,Bangalore,Chennai,Bangalore-Chennai,1494,30,Air,IndianRail,179280,80676,8054,268010,5.979696564,30.10186187,138.37
1715,04-04-2025,Mumbai,Bangalore,Mumbai-Bangalore,1635,29,Air,VRLLogistics,189660,85347,12239,287246,6.058125066,29.71216309,138.37
3474,05-04-2025,Bangalore,Ahmedabad,Bangalore-Ahmedabad,383,23,Air,SpiceJetCargo,35236,15856,2329,53421,6.064365989,29.68121151,138.37
4388,05-04-2025,Pune,Ahmedabad,Pune-Ahmedabad,1628,22,Road,IndianRail,71632,25071,2999,99702,2.783727943,25.14593489,138.37
3392,05-04-2025,Pune,Chennai,Pune-Chennai,742,21,Rail,IndianRail,23373,5843,1408,30624,1.965344628,19.07980669,138.37
87,05-04-2025,Delhi,Hyderabad,Delhi-Hyderabad,983,5,Rail,IndigoCargo,7372,1843,389,9604,1.954018311,19.18992087,138.37
319,06-04-2025,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2258,18,Air,SpiceJetCargo,162576,73159,4468,240203,5.909925204,30.45715499,138.37
366,06-04-2025,Bangalore,Hyderabad,Bangalore-Hyderabad,1271,11,Rail,VRLLogistics,20971,5242,1154,27367,1.957442243,19.1544561,138.37
1596,06-04-2025,Kolkata,Chennai,Kolkata-Chennai,1635,20,Rail,VRLLogistics,49050,12262,3813,65125,1.991590214,18.82840691,138.37
188,06-04-2025,Ahmedabad,Pune,Ahmedabad-Pune,351,27,Rail,IndigoCargo,14215,3553,863,18631,1.965917484,19.07036659,138.37
4693,06-04-2025,Hyderabad,Mumbai,Hyderabad-Mumbai,1579,9,Air,IndianRail,56844,25579,4202,86625,6.095630146,29.52842713,138.37
2141,06-04-2025,Ahmedabad,Mumbai,Ahmedabad-Mumbai,986,20,Air,IndianRail,78880,35496,4323,118699,6.019219067,29.90421149,138.37
3073,06-04-2025,Kolkata,Chennai,Kolkata-Chennai,2465,17,Rail,DHL,62857,15714,1907,80478,1.920486815,19.52583315,138.37
4470,06-04-2025,Delhi,Mumbai,Delhi-Mumbai,2323,18,Road,IndigoCargo,83628,29269,3704,116601,2.788563639,25.10184304,138.37
542,06-04-2025,Kolkata,Hyderabad,Kolkata-Hyderabad,1442,26,Road,IndianRail,74984,26244,3261,104489,2.786967886,25.11651944,138.37
2127,07-04-2025,Hyderabad,Pune,Hyderabad-Pune,722,21,Air,BlueDart,60648,27291,1899,89838,5.925207756,30.37801376,139.82
1999,07-04-2025,Mumbai,Hyderabad,Mumbai-Hyderabad,761,18,Air,SpiceJetCargo,54792,24656,3958,83406,6.08891809,29.56142244,139.82
3685,07-04-2025,Delhi,Hyderabad,Delhi-Hyderabad,2050,23,Rail,IndigoCargo,70725,17681,5189,93595,1.98504772,18.8909664,139.82
2181,07-04-2025,Hyderabad,Pune,Hyderabad-Pune,1484,15,Air,DHL,89040,40068,3002,132110,5.934860737,30.32927106,139.82
237,07-04-2025,Mumbai,Ahmedabad,Mumbai-Ahmedabad,332,15,Rail,BlueDart,7470,1867,222,9559,1.919477912,19.53133173,139.82
536,07-04-2025,Hyderabad,Kolkata,Hyderabad-Kolkata,1014,6,Air,SpiceJetCargo,24336,10951,1722,37009,6.083004602,29.59009971,139.82
3903,07-04-2025,Hyderabad,Mumbai,Hyderabad-Mumbai,1246,20,Rail,IndianRail,37380,9345,2098,48823,1.959189406,19.14056899,139.82
3622,07-04-2025,Pune,Bangalore,Pune-Bangalore,1765,13,Air,IndigoCargo,91780,41301,4117,137198,5.97942907,30.1032085,139.82
488,07-04-2025,Delhi,Kolkata,Delhi-Kolkata,1012,11,Road,IndianRail,22264,7792,1667,31723,2.84971254,24.56262018,139.82
2932,07-04-2025,Delhi,Hyderabad,Delhi-Hyderabad,2424,27,Road,BlueDart,130896,45813,7931,184640,2.821171006,24.81206672,139.82
4910,07-04-2025,Chennai,Delhi,Chennai-Delhi,2444,25,Rail,SpiceJetCargo,91650,22912,4600,119162,1.950278232,19.22760612,139.82
453,07-04-2025,Hyderabad,Pune,Hyderabad-Pune,1202,19,Air,IndigoCargo,91352,41108,3403,135863,5.948988528,30.25695002,139.82
4033,08-04-2025,Mumbai,Delhi,Mumbai-Delhi,2246,19,Air,DHL,170696,76813,9825,257334,6.030229179,29.84953407,139.82
2484,08-04-2025,Bangalore,Mumbai,Bangalore-Mumbai,1939,15,Road,DHL,58170,20359,3835,82364,2.831837717,24.71832354,139.82
283,08-04-2025,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2288,10,Air,BlueDart,91520,41184,2908,135612,5.927097902,30.36899389,139.82
176,08-04-2025,Hyderabad,Pune,Hyderabad-Pune,2109,27,Road,VRLLogistics,113886,39860,8188,161934,2.84379116,24.61496659,139.82
4784,08-04-2025,Ahmedabad,Kolkata,Ahmedabad-Kolkata,431,11,Rail,IndianRail,7111,1777,499,9387,1.979962033,18.93043571,139.82
2787,08-04-2025,Chennai,Kolkata,Chennai-Kolkata,1658,21,Rail,DHL,52227,13056,3109,68392,1.964271354,19.08995204,139.82
1761,08-04-2025,Ahmedabad,Pune,Ahmedabad-Pune,2056,23,Road,SpiceJetCargo,94576,33101,2669,130346,2.756428692,25.39471867,139.82
3555,08-04-2025,Bangalore,Delhi,Bangalore-Delhi,843,12,Rail,SpiceJetCargo,15174,3793,1049,20016,1.978647687,18.94984013,139.82
2003,08-04-2025,Delhi,Ahmedabad,Delhi-Ahmedabad,891,6,Road,BlueDart,10692,3742,677,15111,2.826599327,24.76341738,139.82
2650,08-04-2025,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1671,6,Rail,SpiceJetCargo,15039,3759,1166,19964,1.991222821,18.82889201,139.82
4679,09-04-2025,Hyderabad,Delhi,Hyderabad-Delhi,2345,29,Road,SpiceJetCargo,136010,47603,7158,190771,2.805249614,24.95295407,139.82
678,09-04-2025,Pune,Mumbai,Pune-Mumbai,473,16,Rail,DHL,11352,2838,568,14758,1.950052854,19.230248,139.82
1908,10-04-2025,Kolkata,Chennai,Kolkata-Chennai,1448,22,Air,DHL,127424,57340,3370,188134,5.905763435,30.47827612,139.82
770,10-04-2025,Mumbai,Bangalore,Mumbai-Bangalore,1141,25,Road,IndianRail,57050,19967,2557,79574,2.789623138,25.09236685,139.82
2246,10-04-2025,Ahmedabad,Pune,Ahmedabad-Pune,964,13,Rail,BlueDart,18798,4699,729,24226,1.933131184,19.39651614,139.82
1368,10-04-2025,Bangalore,Ahmedabad,Bangalore-Ahmedabad,364,9,Road,VRLLogistics,6552,2293,497,9342,2.851648352,24.5450653,139.82
2791,10-04-2025,Delhi,Mumbai,Delhi-Mumbai,654,7,Air,VRLLogistics,18312,8240,1239,27791,6.070554827,29.64988665,139.82
2065,10-04-2025,Kolkata,Delhi,Kolkata-Delhi,1923,9,Air,IndianRail,69228,31152,4399,104779,6.054139943,29.73114842,139.82
1956,10-04-2025,Hyderabad,Chennai,Hyderabad-Chennai,2094,18,Air,VRLLogistics,150768,67845,6600,225213,5.975087552,30.12481517,139.82
2194,11-04-2025,Chennai,Pune,Chennai-Pune,2457,20,Rail,IndigoCargo,73710,18427,4200,96337,1.96045991,19.12764566,139.82
1947,11-04-2025,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1356,7,Rail,IndianRail,14238,3559,307,18104,1.90729035,19.65863897,139.82
3456,11-04-2025,Delhi,Bangalore,Delhi-Bangalore,1420,18,Air,SpiceJetCargo,102240,46008,3605,151853,5.941040689,30.29772214,139.82
2654,11-04-2025,Kolkata,Bangalore,Kolkata-Bangalore,1910,11,Air,BlueDart,84040,37818,5130,126988,6.044169443,29.78076669,139.82
468,11-04-2025,Delhi,Pune,Delhi-Pune,1168,20,Air,IndianRail,93440,42048,3815,139303,5.963313356,30.18456171,139.82
1353,11-04-2025,Pune,Ahmedabad,Pune-Ahmedabad,792,16,Rail,IndigoCargo,19008,4752,678,24438,1.928503788,19.44512644,139.82
2971,11-04-2025,Bangalore,Hyderabad,Bangalore-Hyderabad,956,15,Air,DHL,57360,25812,3425,86597,6.038842399,29.8070372,139.82
2770,11-04-2025,Ahmedabad,Kolkata,Ahmedabad-Kolkata,2387,12,Road,IndianRail,57288,20050,2661,79999,2.792871107,25.06281329,139.82
3711,11-04-2025,Delhi,Chennai,Delhi-Chennai,2295,11,Road,VRLLogistics,50490,17671,2742,70903,2.808595762,24.92278183,139.82
3490,11-04-2025,Kolkata,Delhi,Kolkata-Delhi,1780,8,Road,BlueDart,28480,9968,572,39020,2.740168539,25.54587391,139.82
2589,11-04-2025,Delhi,Ahmedabad,Delhi-Ahmedabad,1110,23,Rail,BlueDart,38295,9573,1053,48921,1.916216216,19.56828356,139.82
2527,12-04-2025,Chennai,Pune,Chennai-Pune,2366,24,Rail,VRLLogistics,85176,21294,6523,112993,1.989873908,18.8454152,139.82
2519,12-04-2025,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2302,14,Road,SpiceJetCargo,64456,22559,1568,88583,2.748634728,25.46651163,139.82
2601,12-04-2025,Bangalore,Hyderabad,Bangalore-Hyderabad,837,28,Road,SpiceJetCargo,46872,16405,1134,64411,2.748378563,25.46925215,139.82
4107,12-04-2025,Pune,Hyderabad,Pune-Hyderabad,1748,22,Rail,IndianRail,57684,14421,1996,74101,1.926903474,19.46127583,139.82
2049,12-04-2025,Delhi,Hyderabad,Delhi-Hyderabad,829,18,Air,IndianRail,59688,26859,4642,91189,6.111044096,29.45421049,139.82
4562,12-04-2025,Delhi,Kolkata,Delhi-Kolkata,738,14,Road,IndigoCargo,20664,7232,900,28796,2.787069299,25.11459925,139.82
1459,12-04-2025,Delhi,Ahmedabad,Delhi-Ahmedabad,2289,9,Air,VRLLogistics,82404,37081,5549,125034,6.069317023,29.65673337,139.82
3123,12-04-2025,Delhi,Ahmedabad,Delhi-Ahmedabad,1649,20,Rail,DHL,49470,12367,3695,65532,1.987022438,18.87169627,139.82
4913,12-04-2025,Pune,Delhi,Pune-Delhi,1542,24,Air,IndigoCargo,148032,66614,3238,217884,5.887483787,30.57314902,139.82
1872,12-04-2025,Ahmedabad,Kolkata,Ahmedabad-Kolkata,463,6,Road,VRLLogistics,5556,1944,397,7897,2.842692585,24.61694314,139.82
4474,13-04-2025,Mumbai,Kolkata,Mumbai-Kolkata,812,17,Air,SpiceJetCargo,55216,24847,2714,82777,5.99659519,30.0167921,139.82
1805,13-04-2025,Mumbai,Pune,Mumbai-Pune,827,8,Air,IndigoCargo,26464,11908,2068,40440,6.112454655,29.44609298,139.82
2694,13-04-2025,Hyderabad,Bangalore,Hyderabad-Bangalore,1184,22,Road,SpiceJetCargo,52096,18233,2997,73326,2.815033784,24.86566839,139.82
