ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost
4152,2024-07-13,Chennai,Ahmedabad,Chennai-Ahmedabad,1217,6,Air,IndianRail,29208,13143,1383
4153,2025-04-24,Delhi,Pune,Delhi-Pune,546,20,Road,SpiceJetCargo,21840,7643,773
4154,2024-05-06,Mumbai,Bangalore,Mumbai-Bangalore,1524,30,Rail,IndianRail,68580,17145,4574
4155,2024-07-23,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1794,28,Air,BlueDart,200928,90417,8799
4156,2024-11-14,Ahmedabad,Pune,Ahmedabad-Pune,464,11,Rail,IndianRail,7656,1914,202
4157,2024-09-18,Chennai,Mumbai,Chennai-Mumbai,2199,13,Road,IndianRail,57174,20010,1762
4158,2024-11-25,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1093,14,Rail,DHL,22953,5738,608
4159,2024-12-10,Kolkata,Pune,Kolkata-Pune,2179,16,Air,DHL,139456,62755,8258
4160,2025-07-13,Delhi,Mumbai,Delhi-Mumbai,1874,29,Air,VRLLogistics,217384,97822,12745
4161,2025-02-03,Bangalore,Kolkata,Bangalore-Kolkata,911,19,Rail,SpiceJetCargo,25963,6490,804
4162,2024-01-12,Ahmedabad,Mumbai,Ahmedabad-Mumbai,305,20,Air,IndigoCargo,24400,10980,1772
4163,2024-06-22,Delhi,Pune,Delhi-Pune,1826,14,Rail,DHL,38346,9586,1027
4164,2025-01-25,Mumbai,Delhi,Mumbai-Delhi,1732,17,Road,IndianRail,58888,20610,1331
4165,2024-04-03,Ahmedabad,Chennai,Ahmedabad-Chennai,1030,5,Rail,BlueDart,7725,1931,237
4166,2025-01-17,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1102,11,Road,IndianRail,24244,8485,1883
4167,2024-01-27,Pune,Chennai,Pune-Chennai,399,30,Road,VRLLogistics,23940,8379,1218
4168,2024-09-02,Hyderabad,Bangalore,Hyderabad-Bangalore,2037,23,Air,VRLLogistics,187404,84331,13429
4169,2024-08-22,Bangalore,Pune,Bangalore-Pune,1024,8,Air,SpiceJetCargo,32768,14745,2253
4170,2025-02-04,Pune,Kolkata,Pune-Kolkata,2255,6,Air,VRLLogistics,54120,24354,3625
4171,2024-01-17,Mumbai,Hyderabad,Mumbai-Hyderabad,2098,27,Air,SpiceJetCargo,226584,101962,14014
4172,2024-02-05,Pune,Ahmedabad,Pune-Ahmedabad,1745,7,Rail,DHL,18322,4580,1194
4173,2024-11-16,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1970,7,Road,BlueDart,27580,9653,1061
4174,2024-11-12,Kolkata,Pune,Kolkata-Pune,850,25,Air,SpiceJetCargo,85000,38250,2102
4175,2024-07-25,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1917,23,Rail,SpiceJetCargo,66136,16534,2537
4176,2025-07-17,Delhi,Pune,Delhi-Pune,1893,20,Road,BlueDart,75720,26502,2930
4177,2024-06-21,Chennai,Ahmedabad,Chennai-Ahmedabad,849,5,Air,IndigoCargo,16980,7641,763
4178,2024-08-25,Mumbai,Kolkata,Mumbai-Kolkata,2004,10,Rail,IndianRail,30060,7515,1627
4179,2025-03-29,Pune,Delhi,Pune-Delhi,977,30,Road,DHL,58620,20517,2450
4180,2024-11-04,Mumbai,Bangalore,Mumbai-Bangalore,877,30,Air,BlueDart,105240,47358,2530
4181,2024-01-31,Mumbai,Hyderabad,Mumbai-Hyderabad,792,16,Air,IndianRail,50688,22809,3104
4182,2025-04-19,Pune,Delhi,Pune-Delhi,1195,29,Air,IndigoCargo,138620,62379,4386
4183,2024-02-09,Mumbai,Kolkata,Mumbai-Kolkata,2122,30,Air,DHL,254640,114588,6478
4184,2024-06-27,Hyderabad,Delhi,Hyderabad-Delhi,1081,30,Rail,DHL,48645,12161,3551
4185,2024-01-05,Delhi,Chennai,Delhi-Chennai,2301,5,Rail,BlueDart,17257,4314,1114
4186,2025-02-26,Ahmedabad,Chennai,Ahmedabad-Chennai,1131,25,Rail,BlueDart,42412,10603,2722
4187,2024-01-25,Bangalore,Mumbai,Bangalore-Mumbai,2499,11,Air,BlueDart,109956,49480,6133
4188,2024-12-21,Mumbai,Kolkata,Mumbai-Kolkata,1745,8,Road,DHL,27920,9772,1072
4189,2024-06-15,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1939,25,Air,SpiceJetCargo,193900,87255,5296
4190,2024-08-22,Delhi,Kolkata,Delhi-Kolkata,2189,7,Road,IndianRail,30646,10726,947
4191,2025-02-13,Chennai,Mumbai,Chennai-Mumbai,2416,26,Road,IndianRail,125632,43971,3421
4192,2024-10-22,Pune,Mumbai,Pune-Mumbai,620,25,Rail,SpiceJetCargo,23250,5812,846
4193,2024-08-20,Mumbai,Bangalore,Mumbai-Bangalore,1971,28,Air,DHL,220752,99338,14373
4194,2024-10-11,Mumbai,Delhi,Mumbai-Delhi,1779,22,Rail,VRLLogistics,58707,14676,3928
4195,2024-06-30,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1385,7,Air,BlueDart,38780,17451,1353
4196,2024-03-02,Bangalore,Kolkata,Bangalore-Kolkata,1164,30,Air,VRLLogistics,139680,62856,11096
4197,2024-01-16,Mumbai,Hyderabad,Mumbai-Hyderabad,302,22,Rail,SpiceJetCargo,9966,2491,611
4198,2024-11-18,Ahmedabad,Delhi,Ahmedabad-Delhi,1200,16,Rail,VRLLogistics,28800,7200,1581
4199,2024-04-27,Pune,Kolkata,Pune-Kolkata,1235,21,Road,SpiceJetCargo,51870,18154,3448
4200,2024-06-26,Pune,Delhi,Pune-Delhi,1270,9,Road,BlueDart,22860,8000,835
4201,2024-07-10,Hyderabad,Pune,Hyderabad-Pune,1608,20,Road,IndianRail,64320,22512,4185
4202,2024-09-25,Chennai,Delhi,Chennai-Delhi,2313,12,Air,VRLLogistics,111024,49960,7634
4203,2025-06-07,Hyderabad,Pune,Hyderabad-Pune,318,17,Rail,IndigoCargo,8109,2027,385
4204,2024-05-17,Kolkata,Bangalore,Kolkata-Bangalore,2153,21,Road,VRLLogistics,90426,31649,4681
4205,2025-06-24,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1013,8,Rail,BlueDart,12156,3039,910
4206,2025-07-26,Hyderabad,Pune,Hyderabad-Pune,1413,21,Rail,DHL,44509,11127,3416
4207,2025-01-16,Bangalore,Pune,Bangalore-Pune,828,12,Air,BlueDart,39744,17884,1733
4208,2025-06-13,Pune,Chennai,Pune-Chennai,318,8,Air,BlueDart,10176,4579,434
4209,2025-03-20,Pune,Kolkata,Pune-Kolkata,2248,20,Rail,DHL,67440,16860,2984
4210,2024-09-12,Delhi,Chennai,Delhi-Chennai,1352,22,Rail,IndianRail,44616,11154,2908
4211,2025-01-26,Hyderabad,Pune,Hyderabad-Pune,1776,18,Rail,DHL,47952,11988,3830
4212,2024-10-17,Delhi,Kolkata,Delhi-Kolkata,2133,19,Road,VRLLogistics,81054,28368,4667
4213,2025-01-31,Pune,Mumbai,Pune-Mumbai,773,23,Rail,IndigoCargo,26668,6667,1382
4214,2024-04-08,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2287,25,Road,VRLLogistics,114350,40022,4553
4215,2025-05-13,Pune,Delhi,Pune-Delhi,712,21,Air,SpiceJetCargo,59808,26913,4665
4216,2025-04-25,Kolkata,Pune,Kolkata-Pune,2403,23,Road,IndigoCargo,110538,38688,7323
4217,2024-10-11,Chennai,Mumbai,Chennai-Mumbai,1830,20,Rail,IndianRail,54900,13725,2423
4218,2025-01-09,Kolkata,Hyderabad,Kolkata-Hyderabad,1483,14,Road,VRLLogistics,41524,14533,2292
4219,2025-04-23,Ahmedabad,Bangalore,Ahmedabad-Bangalore,839,21,Air,BlueDart,70476,31714,1528
4220,2025-03-07,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1702,28,Road,BlueDart,95312,33359,4711
4221,2024-01-13,Hyderabad,Mumbai,Hyderabad-Mumbai,1883,9,Air,SpiceJetCargo,67788,30504,1561
4222,2024-03-12,Chennai,Mumbai,Chennai-Mumbai,1621,17,Rail,VRLLogistics,41335,10333,2780
4223,2024-08-13,Mumbai,Bangalore,Mumbai-Bangalore,1575,8,Rail,BlueDart,18900,4725,1402
4224,2025-06-04,Chennai,Delhi,Chennai-Delhi,858,20,Road,IndianRail,34320,12012,730
4225,2025-01-08,Delhi,Chennai,Delhi-Chennai,1502,24,Rail,DHL,54072,13518,2238
4226,2024-12-15,Chennai,Pune,Chennai-Pune,1842,5,Rail,IndigoCargo,13815,3453,743
4227,2025-02-20,Pune,Mumbai,Pune-Mumbai,1810,26,Rail,VRLLogistics,70590,17647,3339
4228,2024-01-19,Mumbai,Pune,Mumbai-Pune,663,9,Rail,BlueDart,8950,2237,654
4229,2024-08-20,Hyderabad,Delhi,Hyderabad-Delhi,1397,21,Rail,IndianRail,44005,11001,3475
4230,2025-04-04,Bangalore,Chennai,Bangalore-Chennai,1494,30,Air,IndianRail,179280,80676,8054
4231,2024-02-13,Hyderabad,Chennai,Hyderabad-Chennai,784,23,Road,IndianRail,36064,12622,2629
4232,2024-05-04,Delhi,Bangalore,Delhi-Bangalore,1878,22,Rail,VRLLogistics,61974,15493,4552
4233,2024-12-21,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1487,15,Road,IndigoCargo,44610,15613,1901
4234,2025-03-31,Hyderabad,Pune,Hyderabad-Pune,1849,20,Road,DHL,73960,25886,5795
4235,2024-09-22,Delhi,Mumbai,Delhi-Mumbai,1655,18,Road,IndianRail,59580,20853,3188
4236,2024-11-26,Mumbai,Kolkata,Mumbai-Kolkata,2072,5,Rail,IndigoCargo,15540,3885,336
4237,2024-05-15,Delhi,Ahmedabad,Delhi-Ahmedabad,587,9,Road,IndianRail,10566,3698,832
4238,2025-01-01,Pune,Mumbai,Pune-Mumbai,1893,10,Air,IndigoCargo,75720,34074,4652
4239,2025-06-11,Chennai,Kolkata,Chennai-Kolkata,1655,18,Rail,BlueDart,44685,11171,2127
4240,2024-05-11,Kolkata,Hyderabad,Kolkata-Hyderabad,2483,27,Rail,SpiceJetCargo,100561,25140,5798
4241,2025-06-12,Pune,Mumbai,Pune-Mumbai,1294,7,Air,IndigoCargo,36232,16304,2603
4242,2024-08-19,Mumbai,Chennai,Mumbai-Chennai,1011,29,Air,SpiceJetCargo,117276,52774,8792
4243,2024-12-06,Pune,Kolkata,Pune-Kolkata,679,5,Air,BlueDart,13580,6111,793
4244,2025-01-22,Ahmedabad,Kolkata,Ahmedabad-Kolkata,669,18,Road,IndigoCargo,24084,8429,899
4245,2025-04-03,Delhi,Mumbai,Delhi-Mumbai,1245,24,Rail,DHL,44820,11205,2068
4246,2024-01-10,Mumbai,Chennai,Mumbai-Chennai,2499,28,Rail,IndigoCargo,104958,26239,4083
4247,2024-10-28,Kolkata,Pune,Kolkata-Pune,340,25,Rail,IndigoCargo,12750,3187,643
4248,2024-05-08,Mumbai,Bangalore,Mumbai-Bangalore,1733,12,Road,VRLLogistics,41592,14557,1408
4249,2024-10-04,Pune,Delhi,Pune-Delhi,2110,12,Air,BlueDart,101280,45576,4905
4250,2025-03-28,Hyderabad,Kolkata,Hyderabad-Kolkata,2258,9,Air,SpiceJetCargo,81288,36579,3270
4251,2025-05-04,Chennai,Pune,Chennai-Pune,1430,16,Air,IndianRail,91520,41184,2487
4252,2024-06-05,Delhi,Pune,Delhi-Pune,1093,8,Rail,BlueDart,13116,3279,591
4253,2024-03-30,Kolkata,Mumbai,Kolkata-Mumbai,1844,11,Air,BlueDart,81136,36511,3658
4254,2024-08-01,Hyderabad,Bangalore,Hyderabad-Bangalore,1398,13,Air,SpiceJetCargo,72696,32713,2231
4255,2025-03-08,Hyderabad,Pune,Hyderabad-Pune,682,20,Air,VRLLogistics,54560,24552,2559
4256,2024-07-18,Kolkata,Delhi,Kolkata-Delhi,2203,26,Road,IndigoCargo,114556,40094,7082
4257,2025-03-21,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1860,6,Air,BlueDart,44640,20088,1515
4258,2024-12-03,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1016,23,Road,SpiceJetCargo,46736,16357,1827
4259,2024-12-02,Ahmedabad,Delhi,Ahmedabad-Delhi,499,29,Road,BlueDart,28942,10129,1963
4260,2024-03-02,Bangalore,Mumbai,Bangalore-Mumbai,566,16,Rail,VRLLogistics,13584,3396,705
4261,2024-02-22,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2123,14,Rail,IndianRail,44583,11145,2149
4262,2025-05-06,Chennai,Ahmedabad,Chennai-Ahmedabad,1680,21,Rail,VRLLogistics,52920,13230,3029
4263,2024-01-26,Hyderabad,Pune,Hyderabad-Pune,1981,27,Rail,IndigoCargo,80230,20057,1909
4264,2024-05-11,Bangalore,Hyderabad,Bangalore-Hyderabad,1705,12,Rail,DHL,30690,7672,708
4265,2025-03-02,Mumbai,Kolkata,Mumbai-Kolkata,2260,11,Rail,DHL,37290,9322,2857
4266,2024-04-29,Pune,Delhi,Pune-Delhi,1931,30,Road,IndianRail,115860,40551,5150
4267,2025-05-06,Bangalore,Mumbai,Bangalore-Mumbai,952,29,Air,VRLLogistics,110432,49694,8781
4268,2025-02-23,Delhi,Hyderabad,Delhi-Hyderabad,1215,29,Road,IndianRail,70470,24664,3422
4269,2024-03-18,Bangalore,Pune,Bangalore-Pune,425,5,Road,BlueDart,4250,1487,110
4270,2025-01-30,Mumbai,Pune,Mumbai-Pune,1337,30,Road,DHL,80220,28077,5766
4271,2025-03-17,Pune,Kolkata,Pune-Kolkata,870,30,Rail,SpiceJetCargo,39150,9787,1630
4272,2024-04-19,Hyderabad,Bangalore,Hyderabad-Bangalore,2013,10,Road,SpiceJetCargo,40260,14091,2032
4273,2024-08-18,Delhi,Kolkata,Delhi-Kolkata,2067,29,Air,BlueDart,239772,107897,12427
4274,2024-07-16,Delhi,Hyderabad,Delhi-Hyderabad,947,18,Rail,DHL,25569,6392,1994
4275,2025-07-16,Pune,Kolkata,Pune-Kolkata,1157,12,Road,SpiceJetCargo,27768,9718,1296
4276,2024-11-25,Hyderabad,Kolkata,Hyderabad-Kolkata,1005,18,Road,VRLLogistics,36180,12663,1101
4277,2024-06-17,Mumbai,Bangalore,Mumbai-Bangalore,781,28,Air,BlueDart,87472,39362,6153
4278,2025-06-22,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,937,9,Rail,SpiceJetCargo,12649,3162,500
4279,2024-12-31,Pune,Bangalore,Pune-Bangalore,2258,18,Road,DHL,81288,28450,2096
4280,2024-02-10,Chennai,Kolkata,Chennai-Kolkata,1546,8,Rail,IndianRail,18552,4638,1125
4281,2025-06-08,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1213,11,Road,VRLLogistics,26686,9340,1865
4282,2024-09-21,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1104,29,Rail,IndianRail,48024,12006,3487
4283,2025-03-21,Delhi,Chennai,Delhi-Chennai,776,29,Rail,BlueDart,33756,8439,995
4284,2025-01-28,Mumbai,Bangalore,Mumbai-Bangalore,1556,13,Rail,IndigoCargo,30342,7585,2419
4285,2024-08-31,Pune,Ahmedabad,Pune-Ahmedabad,2277,23,Air,DHL,209484,94267,13246
4286,2025-07-14,Kolkata,Hyderabad,Kolkata-Hyderabad,1676,9,Rail,DHL,22626,5656,919
4287,2025-05-17,Bangalore,Hyderabad,Bangalore-Hyderabad,792,6,Road,VRLLogistics,9504,3326,622
4288,2024-03-13,Ahmedabad,Delhi,Ahmedabad-Delhi,2250,24,Air,BlueDart,216000,97200,8927
4289,2025-01-05,Chennai,Kolkata,Chennai-Kolkata,2063,18,Rail,DHL,55701,13925,1704
4290,2024-11-04,Chennai,Ahmedabad,Chennai-Ahmedabad,490,30,Road,IndianRail,29400,10290,1476
4291,2025-04-29,Hyderabad,Bangalore,Hyderabad-Bangalore,691,26,Road,BlueDart,35932,12576,2494
4292,2024-07-13,Delhi,Mumbai,Delhi-Mumbai,1452,7,Rail,IndigoCargo,15246,3811,397
4293,2025-05-30,Mumbai,Bangalore,Mumbai-Bangalore,1033,13,Rail,IndigoCargo,20143,5035,1074
4294,2024-07-21,Mumbai,Pune,Mumbai-Pune,1884,13,Air,IndianRail,97968,44085,5393
4295,2024-06-01,Mumbai,Pune,Mumbai-Pune,1679,25,Road,SpiceJetCargo,83950,29382,6623
4296,2025-03-07,Delhi,Hyderabad,Delhi-Hyderabad,1451,20,Road,IndianRail,58040,20314,3260
4297,2024-06-18,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1448,7,Rail,IndianRail,15204,3801,476
4298,2025-05-10,Ahmedabad,Pune,Ahmedabad-Pune,2015,13,Road,BlueDart,52390,18336,3146
4299,2024-04-28,Ahmedabad,Pune,Ahmedabad-Pune,1205,30,Road,IndigoCargo,72300,25305,4144
4300,2025-03-01,Bangalore,Pune,Bangalore-Pune,1938,18,Road,IndigoCargo,69768,24418,2197
4301,2024-08-20,Bangalore,Kolkata,Bangalore-Kolkata,339,22,Air,BlueDart,29832,13424,1760
4302,2025-06-29,Delhi,Hyderabad,Delhi-Hyderabad,1044,29,Road,BlueDart,60552,21193,3903
4303,2024-02-17,Chennai,Mumbai,Chennai-Mumbai,2470,25,Road,SpiceJetCargo,123500,43225,3807
4304,2024-04-14,Ahmedabad,Delhi,Ahmedabad-Delhi,794,17,Rail,VRLLogistics,20247,5061,740
4305,2024-09-30,Chennai,Mumbai,Chennai-Mumbai,2187,30,Rail,SpiceJetCargo,98415,24603,5196
4306,2025-02-28,Chennai,Hyderabad,Chennai-Hyderabad,607,22,Rail,BlueDart,20031,5007,1293
4307,2024-01-06,Ahmedabad,Chennai,Ahmedabad-Chennai,1379,13,Air,VRLLogistics,71708,32268,2731
4308,2024-06-02,Bangalore,Mumbai,Bangalore-Mumbai,1797,29,Road,IndigoCargo,104226,36479,7863
4309,2024-07-15,Hyderabad,Bangalore,Hyderabad-Bangalore,1246,15,Road,SpiceJetCargo,37380,13083,2435
4310,2025-01-26,Hyderabad,Bangalore,Hyderabad-Bangalore,1957,16,Air,IndigoCargo,125248,56361,6629
4311,2025-07-18,Delhi,Bangalore,Delhi-Bangalore,969,7,Rail,IndianRail,10174,2543,254
4312,2024-10-02,Mumbai,Chennai,Mumbai-Chennai,1432,11,Road,IndigoCargo,31504,11026,1081
4313,2025-03-10,Bangalore,Pune,Bangalore-Pune,561,18,Rail,DHL,15147,3786,565
4314,2024-11-10,Pune,Hyderabad,Pune-Hyderabad,2422,13,Road,SpiceJetCargo,62972,22040,4348
4315,2025-06-11,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1298,20,Road,DHL,51920,18172,3217
4316,2024-09-13,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1727,13,Air,SpiceJetCargo,89804,40411,5685
4317,2024-08-15,Kolkata,Bangalore,Kolkata-Bangalore,550,19,Rail,DHL,15675,3918,1213
4318,2024-08-14,Mumbai,Chennai,Mumbai-Chennai,485,12,Air,IndianRail,23280,10476,1294
4319,2024-11-27,Kolkata,Pune,Kolkata-Pune,1015,13,Rail,SpiceJetCargo,19792,4948,477
4320,2025-04-26,Pune,Chennai,Pune-Chennai,913,19,Air,VRLLogistics,69388,31224,1745
4321,2025-01-30,Bangalore,Kolkata,Bangalore-Kolkata,397,17,Road,DHL,13498,4724,300
4322,2025-07-22,Pune,Kolkata,Pune-Kolkata,1497,18,Rail,IndigoCargo,40419,10104,1176
4323,2025-05-21,Pune,Chennai,Pune-Chennai,386,9,Road,DHL,6948,2431,357
4324,2024-09-03,Pune,Ahmedabad,Pune-Ahmedabad,2114,8,Rail,IndigoCargo,25368,6342,1190
4325,2025-03-13,Ahmedabad,Pune,Ahmedabad-Pune,575,5,Road,VRLLogistics,5750,2012,438
4326,2024-08-05,Hyderabad,Delhi,Hyderabad-Delhi,1684,30,Air,SpiceJetCargo,202080,90936,14957
4327,2024-12-24,Bangalore,Pune,Bangalore-Pune,1463,26,Air,VRLLogistics,152152,68468,11158
4328,2024-05-01,Pune,Kolkata,Pune-Kolkata,1915,14,Rail,SpiceJetCargo,40215,10053,2072
4329,2024-04-25,Ahmedabad,Delhi,Ahmedabad-Delhi,1067,10,Road,BlueDart,21340,7468,454
4330,2024-02-19,Bangalore,Chennai,Bangalore-Chennai,1680,11,Air,BlueDart,73920,33264,2971
4331,2024-06-20,Bangalore,Chennai,Bangalore-Chennai,762,27,Road,VRLLogistics,41148,14401,3079
4332,2024-03-02,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2149,28,Rail,SpiceJetCargo,90258,22564,5520
4333,2024-02-15,Kolkata,Mumbai,Kolkata-Mumbai,1897,25,Rail,DHL,71137,17784,2995
4334,2025-01-30,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,689,13,Rail,IndianRail,13435,3358,816
4335,2024-04-30,Pune,Kolkata,Pune-Kolkata,1173,20,Air,IndigoCargo,93840,42228,7324
4336,2025-04-21,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2224,19,Air,IndigoCargo,169024,76060,12070
4337,2024-09-29,Pune,Kolkata,Pune-Kolkata,2136,5,Air,IndianRail,42720,19224,2453
4338,2025-06-18,Delhi,Hyderabad,Delhi-Hyderabad,1152,15,Rail,IndianRail,25920,6480,1171
4339,2024-03-03,Hyderabad,Mumbai,Hyderabad-Mumbai,693,5,Road,IndigoCargo,6930,2425,388
4340,2025-07-07,Mumbai,Delhi,Mumbai-Delhi,1712,14,Rail,VRLLogistics,35952,8988,2410
4341,2024-07-07,Kolkata,Delhi,Kolkata-Delhi,576,21,Road,BlueDart,24192,8467,1579
4342,2025-03-08,Pune,Chennai,Pune-Chennai,609,15,Road,IndigoCargo,18270,6394,701
4343,2025-05-08,Hyderabad,Delhi,Hyderabad-Delhi,1213,12,Rail,IndianRail,21834,5458,740
4344,2025-03-02,Hyderabad,Mumbai,Hyderabad-Mumbai,1674,17,Air,IndianRail,113832,51224,6119
4345,2024-03-21,Bangalore,Pune,Bangalore-Pune,1582,18,Road,IndigoCargo,56952,19933,2161
4346,2024-10-28,Bangalore,Ahmedabad,Bangalore-Ahmedabad,2012,28,Road,BlueDart,112672,39435,8531
4347,2024-01-19,Kolkata,Ahmedabad,Kolkata-Ahmedabad,580,10,Road,IndianRail,11600,4059,253
4348,2024-04-02,Bangalore,Ahmedabad,Bangalore-Ahmedabad,872,17,Air,BlueDart,59296,26683,1807
4349,2024-01-16,Mumbai,Ahmedabad,Mumbai-Ahmedabad,486,16,Air,IndigoCargo,31104,13996,1065
4350,2024-08-12,Delhi,Ahmedabad,Delhi-Ahmedabad,1018,15,Road,IndianRail,30540,10689,1761
4351,2025-03-01,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1275,6,Rail,VRLLogistics,11475,2868,886
4352,2025-05-07,Kolkata,Ahmedabad,Kolkata-Ahmedabad,746,14,Air,VRLLogistics,41776,18799,1285
4353,2024-06-13,Ahmedabad,Delhi,Ahmedabad-Delhi,1678,9,Rail,SpiceJetCargo,22653,5663,1752
4354,2024-11-22,Ahmedabad,Chennai,Ahmedabad-Chennai,1632,21,Road,VRLLogistics,68544,23990,4501
4355,2024-02-13,Ahmedabad,Chennai,Ahmedabad-Chennai,534,16,Road,IndigoCargo,17088,5980,1124
4356,2024-09-22,Pune,Delhi,Pune-Delhi,2266,14,Road,IndigoCargo,63448,22206,2529
4357,2024-11-11,Mumbai,Chennai,Mumbai-Chennai,2252,30,Rail,IndigoCargo,101340,25335,7113
4358,2025-06-22,Hyderabad,Delhi,Hyderabad-Delhi,1552,13,Air,VRLLogistics,80704,36316,3168
4359,2024-04-28,Chennai,Pune,Chennai-Pune,1465,20,Rail,BlueDart,43950,10987,2139
4360,2024-08-06,Hyderabad,Mumbai,Hyderabad-Mumbai,1726,9,Road,DHL,31068,10873,1160
4361,2024-10-16,Pune,Bangalore,Pune-Bangalore,1142,28,Rail,DHL,47964,11991,2907
4362,2024-04-23,Delhi,Mumbai,Delhi-Mumbai,2107,6,Road,SpiceJetCargo,25284,8849,825
4363,2024-09-28,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1644,23,Road,IndigoCargo,75624,26468,2000
4364,2025-04-28,Delhi,Pune,Delhi-Pune,2253,17,Road,VRLLogistics,76602,26810,2614
4365,2024-09-19,Pune,Kolkata,Pune-Kolkata,319,25,Road,BlueDart,15950,5582,1159
4366,2025-07-25,Mumbai,Delhi,Mumbai-Delhi,1476,18,Air,IndigoCargo,106272,47822,7746
4367,2025-01-19,Mumbai,Pune,Mumbai-Pune,1507,23,Rail,IndianRail,51991,12997,1070
4368,2024-07-22,Ahmedabad,Delhi,Ahmedabad-Delhi,1831,6,Rail,DHL,16479,4119,971
4369,2025-01-20,Hyderabad,Bangalore,Hyderabad-Bangalore,480,22,Air,BlueDart,42240,19008,1410
4370,2024-10-06,Mumbai,Kolkata,Mumbai-Kolkata,1901,12,Road,VRLLogistics,45624,15968,2903
4371,2025-06-05,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1946,9,Road,SpiceJetCargo,35028,12259,907
4372,2025-06-14,Bangalore,Mumbai,Bangalore-Mumbai,942,27,Rail,DHL,38151,9537,2444
4373,2025-02-21,Bangalore,Chennai,Bangalore-Chennai,738,26,Road,BlueDart,38376,13431,2269
4374,2025-04-22,Kolkata,Bangalore,Kolkata-Bangalore,1233,15,Air,DHL,73980,33291,3088
4375,2025-03-11,Delhi,Hyderabad,Delhi-Hyderabad,319,6,Road,BlueDart,3828,1339,249
4376,2024-10-26,Chennai,Ahmedabad,Chennai-Ahmedabad,1154,13,Rail,SpiceJetCargo,22503,5625,1052
4377,2024-02-03,Ahmedabad,Pune,Ahmedabad-Pune,1927,14,Road,VRLLogistics,53956,18884,1682
4378,2025-02-07,Delhi,Ahmedabad,Delhi-Ahmedabad,2033,16,Air,VRLLogistics,130112,58550,2893
4379,2025-01-28,Bangalore,Delhi,Bangalore-Delhi,798,21,Air,IndigoCargo,67032,30164,5177
4380,2025-01-05,Hyderabad,Pune,Hyderabad-Pune,1666,16,Rail,IndigoCargo,39984,9996,1042
4381,2024-10-26,Ahmedabad,Chennai,Ahmedabad-Chennai,1654,10,Road,IndigoCargo,33080,11578,1208
4382,2024-04-11,Hyderabad,Bangalore,Hyderabad-Bangalore,792,27,Air,IndianRail,85536,38491,6691
4383,2024-06-18,Bangalore,Kolkata,Bangalore-Kolkata,1920,10,Rail,VRLLogistics,28800,7200,1789
4384,2024-11-26,Ahmedabad,Chennai,Ahmedabad-Chennai,1536,7,Rail,IndigoCargo,16128,4032,1081
4385,2024-02-09,Pune,Bangalore,Pune-Bangalore,1619,23,Rail,BlueDart,55855,13963,1537
4386,2024-02-11,Chennai,Ahmedabad,Chennai-Ahmedabad,316,13,Air,SpiceJetCargo,16432,7394,963
4387,2025-07-25,Pune,Chennai,Pune-Chennai,948,19,Air,IndianRail,72048,32421,5399
4388,2025-04-05,Pune,Ahmedabad,Pune-Ahmedabad,1628,22,Road,IndianRail,71632,25071,2999
4389,2025-04-29,Pune,Hyderabad,Pune-Hyderabad,990,17,Rail,IndianRail,25245,6311,1296
4390,2024-01-15,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2354,28,Rail,VRLLogistics,98868,24717,7473
4391,2024-07-25,Delhi,Pune,Delhi-Pune,890,5,Air,VRLLogistics,17800,8010,482
4392,2024-05-22,Delhi,Bangalore,Delhi-Bangalore,751,25,Road,SpiceJetCargo,37550,13142,2359
4393,2024-03-25,Pune,Delhi,Pune-Delhi,1835,19,Air,IndianRail,139460,62757,6007
4394,2024-05-06,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1293,17,Air,IndianRail,87924,39565,6523
